"","Watershed","Site.ID","Date","Observer","Start.Time","End.time","Spp","snow","Mode","Water","Wetland","Built","UpGrass","Shrub","Forest","Temp","cloudcover","Precip","TTD","YMax","Day","BStrm","BFresh","BSwamp","BImp","BSalt","BForest","km"
"309","Pawtuxet",224,"2022-02-08","Justin Moore","2022-02-08 10:40:00","2022-02-08 11:21:00",NA,"Y","foot",0.195121951219512,0,0,0,0,0.804878048780488,2.2,100,10.7,NA,41,38,1,12.3214005417327,10.9374728377719,0,0,0,1494
"311","Pawtuxet",224,"2022-02-08","John Crockett","2022-02-08 10:44:00","2022-02-08 11:21:00",NA,"Y","foot",0.5,0,0,0,0,0.5,2.2,100,10.7,NA,37,38,1,12.3214005417327,10.9374728377719,0,0,0,1494
"313","Pawtuxet",224,"2022-06-30","John Crockett","2022-06-30 15:24:00","2022-06-30 15:43:00","Otter","N","foot",0.526315789473684,0,0,0,0,0.473684210526316,28.1,32,0,5,19,180,1,12.3214005417327,10.9374728377719,0,0,0,1494
"315","Pawtuxet",224,"2022-06-30","Jess Burr","2022-06-30 15:28:00","2022-06-30 15:42:00",NA,"N","foot",0.0714285714285714,0,0,0,0,0.928571428571429,28.1,32,0,NA,14,180,1,12.3214005417327,10.9374728377719,0,0,0,1494
"318","Pawtuxet",226,"2022-02-07","Justin Moore","2022-02-07 11:21:00","2022-02-07 11:30:00",NA,"Y","foot",0.333333333333333,0,0,0,0,0.666666666666667,-0.7,100,7.1,NA,9,37,0,9.28751500709544,0,21.7237732515045,0,0,2094
"319","Pawtuxet",226,"2022-02-07","John Crockett","2022-02-07 11:21:00","2022-02-07 11:30:00",NA,"Y","foot",0,0,0,0,0,1,-0.7,100,7.1,NA,9,37,0,9.28751500709544,0,21.7237732515045,0,0,2094
"320","Pawtuxet",226,"2022-07-13","Jess Burr","2022-07-13 14:07:00","2022-07-13 14:21:00",NA,"N","foot",0.428571428571429,0,0,0,0,0.571428571428571,32,1,0,NA,14,193,0,9.28751500709544,0,21.7237732515045,0,0,2094
"321","Pawtuxet",226,"2022-07-13","John Crockett","2022-07-13 14:08:00","2022-07-13 14:21:00",NA,"N","foot",0.384615384615385,0,0,0,0,0.615384615384615,32,1,0,NA,13,193,0,9.28751500709544,0,21.7237732515045,0,0,2094
"322","Pawtuxet",227,"2022-03-24","John Crockett","2022-03-24 13:18:00","2022-03-24 13:48:00",NA,"N","foot",0.1,0,0,0,0,0.9,5.2,100,9.3,NA,30,82,1,3.59967705905152,0,0,0,3.45394687815088,2682
"324","Pawtuxet",227,"2022-03-24","Justin Moore","2022-03-24 13:18:00","2022-03-24 13:52:00","Otter","N","foot",0.117647058823529,0,0.0294117647058824,0,0,0.852941176470588,5.2,100,9.3,5,34,82,1,3.59967705905152,0,0,0,3.45394687815088,2682
"326","Pawtuxet",228,"2022-03-28","Justin Moore","2022-03-28 10:58:00","2022-03-28 11:07:00",NA,"N","foot",1,0,0,0,0,0,-1.9,56,0,NA,9,86,2,8.8198496767108,0,0,0,14.6612877973408,2876
"327","Pawtuxet",228,"2022-03-28","John Crockett","2022-03-28 10:58:00","2022-03-28 11:07:00",NA,"N","foot",0.888888888888889,0,0,0,0,0.111111111111111,-1.9,56,0,NA,9,86,2,8.8198496767108,0,0,0,14.6612877973408,2876
"329","Pawtuxet",228,"2022-07-04","Jess Burr","2022-07-04 11:02:00","2022-07-04 11:10:00",NA,"N","foot",0.875,0,0,0,0,0.125,24.6,1,0,NA,8,184,2,8.8198496767108,0,0,0,14.6612877973408,2876
"330","Pawtuxet",228,"2022-07-04","John Crockett","2022-07-04 10:56:00","2022-07-04 11:09:00",NA,"N","foot",0.923076923076923,0,0,0,0,0.0769230769230769,24.6,1,0,NA,13,184,2,8.8198496767108,0,0,0,14.6612877973408,2876
"331","Pawtuxet",229,"2022-02-08","Justin Moore","2022-02-08 11:50:00","2022-02-08 12:41:00",NA,"Y","foot",0.352941176470588,0,0,0,0,0.647058823529412,2.8,100,10.7,NA,51,38,3,12.7239366757388,0,0.616474012073014,0,10.6720707392999,1100
"334","Pawtuxet",229,"2022-02-08","John Crockett","2022-02-08 11:50:00","2022-02-08 12:39:00",NA,"Y","foot",0.102040816326531,0,0,0,0,0.897959183673469,2.8,100,10.7,NA,49,38,3,12.7239366757388,0,0.616474012073014,0,10.6720707392999,1100
"337","Pawtuxet",229,"2022-06-30","John Crockett","2022-06-30 11:12:00","2022-06-30 12:20:00",NA,"N","foot",0.573529411764706,0,0,0,0,0.426470588235294,23.8,26,0,NA,68,180,3,12.7239366757388,0,0.616474012073014,0,10.6720707392999,1100
"338","Pawtuxet",229,"2022-06-30","Jess Burr","2022-06-30 11:09:00","2022-06-30 12:20:00",NA,"N","foot",0.507042253521127,0,0,0,0,0.492957746478873,23.8,26,0,NA,71,180,3,12.7239366757388,0,0.616474012073014,0,10.6720707392999,1100
"340","Pawtuxet",231,"2022-02-08","Justin Moore","2022-02-08 10:24:00","2022-02-08 10:39:00",NA,"Y","foot",0.666666666666667,0,0,0,0,0.333333333333333,1.9,100,10.7,NA,15,38,0,4.29848533256442,6.10374246334584,0,0,8.2820559344575,1494
"342","Pawtuxet",231,"2022-02-08","John Crockett","2022-02-08 10:19:00","2022-02-08 10:44:00",NA,"Y","foot",0.68,0,0,0,0,0.32,1.9,100,10.7,NA,25,38,0,4.29848533256442,6.10374246334584,0,0,8.2820559344575,1494
"344","Pawtuxet",231,"2022-06-30","John Crockett","2022-06-30 15:02:00","2022-06-30 15:18:00",NA,"N","foot",0.875,0,0,0,0,0.125,28.1,32,0,NA,16,180,0,4.29848533256442,6.10374246334584,0,0,8.2820559344575,1494
"345","Pawtuxet",231,"2022-06-30","Jess Burr","2022-06-30 15:02:00","2022-06-30 15:18:00",NA,"N","foot",0.625,0,0,0,0,0.375,28.1,32,0,NA,16,180,0,4.29848533256442,6.10374246334584,0,0,8.2820559344575,1494
"347","Pawtuxet",232,"2022-03-04","Justin Moore","2022-03-04 12:22:00","2022-03-04 12:48:00",NA,"Y","foot",0,0,0,0,0,1,-3.2,0,0,NA,26,62,2,1.38890837173625,0,8.65774580648417,0,14.2860158662956,2277
"348","Pawtuxet",232,"2022-03-04","John Crockett","2022-03-04 12:28:00","2022-03-04 12:43:00",NA,"Y","foot",0,0,0,0,0,1,-3.2,0,0,NA,15,62,2,1.38890837173625,0,8.65774580648417,0,14.2860158662956,2277
"349","Pawtuxet",232,"2022-08-16","John Crockett","2022-08-16 10:25:00","2022-08-16 10:37:00",NA,"N","foot",0,0,0,0,0,1,20.9,31,0.1,NA,12,227,2,1.38890837173625,0,8.65774580648417,0,14.2860158662956,2277
"350","Pawtuxet",232,"2022-08-16","Jess Burr","2022-08-16 10:25:00","2022-08-16 10:39:00",NA,"N","foot",0,0,0,0,0,1,20.9,31,0.1,NA,14,227,2,1.38890837173625,0,8.65774580648417,0,14.2860158662956,2277
"351","Pawtuxet",233,"2022-03-04","Justin Moore","2022-03-04 12:58:00","2022-03-04 13:20:00",NA,"N","foot",0.5,0,0,0,0,0.5,-1.6,0,0,NA,22,62,2,7.08507832247903,0,6.27049558698964,0,3.59436114252832,2276
"352","Pawtuxet",233,"2022-03-04","John Crockett","2022-03-04 12:57:00","2022-03-04 13:21:00",NA,"Y","foot",0.791666666666667,0,0,0,0,0.208333333333333,-1.6,0,0,NA,24,62,2,7.08507832247903,0,6.27049558698964,0,3.59436114252832,2276
"353","Pawtuxet",233,"2022-08-16","John Crockett","2022-08-16 10:51:00","2022-08-16 11:08:00",NA,"N","foot",0.791666666666667,0,0,0,0,0.208333333333333,22.9,28,0.1,NA,17,227,2,7.08507832247903,0,6.27049558698964,0,3.59436114252832,2276
"354","Pawtuxet",233,"2022-08-16","Jess Burr","2022-08-16 10:50:00","2022-08-16 11:02:00",NA,"N","foot",0.791666666666667,0,0,0,0,0.208333333333333,22.9,28,0.1,NA,12,227,2,7.08507832247903,0,6.27049558698964,0,3.59436114252832,2276
"355","Pawtuxet",237,"2022-02-10","Justin Moore","2022-02-10 13:25:00","2022-02-10 13:49:00",NA,"N","foot",0,0,0,0,0.25,0.75,8.9,43,0,NA,24,40,2,0,0,8.23679505927344,0,10.7001214464958,2961
"356","Pawtuxet",237,"2022-02-10","John Crockett","2022-02-10 13:24:00","2022-02-10 14:00:00",NA,"N","foot",0,0,0,0,0.583333333333333,0.416666666666667,8.6,35,0,NA,36,40,2,0,0,8.23679505927344,0,10.7001214464958,2961
"357","Pawtuxet",246,"2022-02-10","Justin Moore","2022-02-10 10:41:00","2022-02-10 11:03:00",NA,"N","foot",0.0909090909090909,0,0.863636363636364,0,0,0.0454545454545455,5.5,36,0,NA,22,40,0,6.56817188238964,0,0.852630294579883,0,0,3653
"358","Pawtuxet",246,"2022-02-10","John Crockett","2022-02-10 10:44:00","2022-02-10 11:02:00",NA,"N","foot",0.166666666666667,0,0.833333333333333,0,0,0,6.5,36,0,NA,18,40,0,6.56817188238964,0,0.852630294579883,0,0,3653
"359","Pawtuxet",246,"2022-07-14","Jess Burr","2022-07-14 11:44:00","2022-07-14 11:55:00",NA,"N","foot",0.636363636363636,0,0.363636363636364,0,0,0,27,42,5.6,NA,11,194,0,6.56817188238964,0,0.852630294579883,0,0,3653
"360","Pawtuxet",246,"2022-07-14","John Crockett","2022-07-14 11:42:00","2022-07-14 11:50:00",NA,"N","foot",0.5,0,0.5,0,0,0,27,42,5.6,NA,8,194,0,6.56817188238964,0,0.852630294579883,0,0,3653
"362","Pawtuxet",249,"2022-03-01","Justin Moore","2022-03-01 12:04:00","2022-03-01 12:30:00",NA,"N","kayak",0.846153846153846,0,0,0,0,0.153846153846154,1.4,79,1.2,NA,26,59,1,8.17844611291895,0,6.07126005523406,0,0,3073
"363","Pawtuxet",249,"2022-03-01","John Crockett","2022-03-01 12:06:00","2022-03-01 12:26:00",NA,"N","kayak",1,0,0,0,0,0,1.4,79,1.2,NA,20,59,1,8.17844611291895,0,6.07126005523406,0,0,3073
"364","Pawtuxet",249,"2022-07-08","John Crockett","2022-07-08 11:26:00","2022-07-08 11:51:00",NA,"N","kayak",0.88,0,0,0,0,0.12,23.9,66,0,NA,25,188,1,8.17844611291895,0,6.07126005523406,0,0,3073
"365","Pawtuxet",249,"2022-07-08","Jess Burr","2022-07-08 11:26:00","2022-07-08 11:50:00",NA,"N","kayak",0.916666666666667,0,0,0,0,0.0833333333333333,23.9,66,0,NA,24,188,1,8.17844611291895,0,6.07126005523406,0,0,3073
"366","Pawtuxet",250,"2022-02-10","Justin Moore","2022-02-10 11:37:00","2022-02-10 12:02:00",NA,"N","foot",0.32,0,0,0,0,0.68,7.6,31,0,NA,25,40,3,5.31629527328004,0,0,0,30.8162837024662,2964
"367","Pawtuxet",250,"2022-02-10","John Crockett","2022-02-10 11:37:00","2022-02-10 12:02:00",NA,"N","foot",0.52,0,0,0,0,0.48,7.8,37,0,NA,25,40,3,5.31629527328004,0,0,0,30.8162837024662,2964
"368","Pawtuxet",250,"2022-07-15","John Crockett","2022-07-15 12:41:00","2022-07-15 13:11:00",NA,"N","foot",0.833333333333333,0,0,0,0,0.166666666666667,27.5,25,0,NA,30,195,3,5.31629527328004,0,0,0,30.8162837024662,2964
"369","Pawtuxet",250,"2022-07-15","Jess Burr","2022-07-15 12:42:00","2022-07-15 13:15:00",NA,"N","foot",0.909090909090909,0,0,0,0,0.0909090909090909,27.8,25,0,NA,33,195,3,5.31629527328004,0,0,0,30.8162837024662,2964
"370","Narragansett Bay",256,"2022-02-28","Justin Moore","2022-02-28 13:35:00","2022-02-28 13:54:00",NA,"N","foot",0,0.0526315789473684,0,0,0,0.947368421052632,-3.5,0,0,NA,19,58,2,0,0,10.8700424269344,0,24.1082700168924,3689
"371","Narragansett Bay",256,"2022-02-28","John Crockett","2022-02-28 13:37:00","2022-02-28 13:49:00",NA,"N","foot",0,0,0,0,0,1,-3.5,0,0,NA,12,58,2,0,0,10.8700424269344,0,24.1082700168924,3689
"372","Narragansett Bay",257,"2022-02-28","Justin Moore","2022-02-28 14:06:00","2022-02-28 14:25:00",NA,"N","kayak",0,0.636363636363636,0.0909090909090909,0,0,0.272727272727273,-3.5,0,0,NA,19,58,0,0,0,13.8327275907043,6.25176772501735,0,3592
"373","Narragansett Bay",257,"2022-02-28","John Crockett","2022-02-28 14:10:00","2022-02-28 14:30:00",NA,"N","kayak",0,0,1,0,0,0,-3.5,0,0,NA,20,58,0,0,0,13.8327275907043,6.25176772501735,0,3592
"374","Narragansett Bay",257,"2022-06-21","Jess Burr","2022-06-21 10:30:00","2022-06-21 10:40:00",NA,"N","kayak",0,0.5,0.5,0,0,0,20.2,37,0,NA,10,171,0,0,0,13.8327275907043,6.25176772501735,0,3592
"375","Narragansett Bay",257,"2022-06-21","John Crockett","2022-06-21 10:32:00","2022-06-21 10:45:00",NA,"N","kayak",0,1,0,0,0,0,20.2,37,0,NA,13,171,0,0,0,13.8327275907043,6.25176772501735,0,3592
"380","Narragansett Bay",260,"2022-04-04","Justin Moore","2022-04-04 12:56:00","2022-04-04 13:07:00",NA,"N","kayak",0,1,0,0,0,0,8.8,100,0.3,NA,11,93,1,0,3.66213523308214,19.8456128712964,4.32958163605695,7.68489983865449,3675
"381","Narragansett Bay",260,"2022-04-04","John Crockett","2022-04-04 12:54:00","2022-04-04 13:17:00",NA,"N","kayak",0,0.857142857142857,0,0,0,0.0714285714285714,8.8,100,0.3,NA,23,93,1,0,3.66213523308214,19.8456128712964,4.32958163605695,7.68489983865449,3675
"382","Narragansett Bay",260,"2022-07-01","John Crockett","2022-07-01 12:20:00","2022-07-01 12:35:00",NA,"N","kayak",0,0.857142857142857,0,0,0,0.142857142857143,28.9,19,0.2,NA,15,181,1,0,3.66213523308214,19.8456128712964,4.32958163605695,7.68489983865449,3675
"383","Narragansett Bay",260,"2022-07-01","Jess Burr","2022-07-01 12:21:00","2022-07-01 12:34:00","Otter","N","kayak",0,1,0,0,0,0,27.8,4,0,2,13,181,1,0,3.66213523308214,19.8456128712964,4.32958163605695,7.68489983865449,3675
"384","Narragansett Bay",270,"2022-04-04","Justin Moore","2022-04-04 11:26:00","2022-04-04 11:49:00",NA,"N","kayak",0,0.777777777777778,0,0,0,0.222222222222222,5.4,57,0.3,NA,23,93,0,0,0,0.646461468600632,18.6329310910643,0,3577
"385","Narragansett Bay",270,"2022-04-04","John Crockett","2022-04-04 11:27:00","2022-04-04 11:49:00",NA,"N","kayak",0,0.666666666666667,0,0,0,0.333333333333333,5.4,57,0.3,NA,22,93,0,0,0,0.646461468600632,18.6329310910643,0,3577
"386","Narragansett Bay",270,"2022-07-01","John Crockett","2022-07-01 11:22:00","2022-07-01 11:52:00",NA,"N","kayak",0,0.846153846153846,0,0,0,0.153846153846154,27.4,18,0.2,NA,30,181,0,0,0,0.646461468600632,18.6329310910643,0,3577
"387","Narragansett Bay",270,"2022-07-01","Jess Burr","2022-07-01 11:22:00","2022-07-01 11:55:00","Otter","N","kayak",0,0.444444444444444,0,0,0,0.555555555555556,26.6,14,0,18,33,181,0,0,0,0.646461468600632,18.6329310910643,0,3577
"388","Narragansett Bay",294,"2022-03-10","John Crockett","2022-03-10 10:42:00","2022-03-10 11:34:00",NA,"N","kayak",0,0,0,0,0,1,3.6,35,0,NA,52,68,4,0,0,18.2812841391139,0,16.8231860719692,3376
"389","Narragansett Bay",294,"2022-03-10","Justin Moore","2022-03-10 10:40:00","2022-03-10 11:30:00",NA,"N","kayak",0,0,0,0,0,1,3.6,35,0,NA,50,68,4,0,0,18.2812841391139,0,16.8231860719692,3376
"390","Narragansett Bay",294,"2022-06-23","John Crockett","2022-06-23 13:51:00","2022-06-23 14:50:00",NA,"N","kayak",0,0,0,0,0,1,21.3,12,0.9,NA,59,173,4,0,0,18.2812841391139,0,16.8231860719692,3376
"392","Narragansett Bay",294,"2022-06-23","Jess Burr","2022-06-23 13:51:00","2022-06-23 14:53:00",NA,"N","kayak",0,0,0,0,0,1,21.3,12,0.9,NA,62,173,4,0,0,18.2812841391139,0,16.8231860719692,3376
"394","Narragansett Bay",295,"2022-04-05","Justin Moore","2022-04-05 14:45:00","2022-04-05 15:01:00",NA,"N","kayak",0.8125,0,0,0,0,0.1875,14.4,53,0,NA,16,94,1,11.0226381678223,0,0.880790177306781,0,5.89776290005652,3571
"395","Narragansett Bay",295,"2022-04-05","John Crockett","2022-04-05 14:43:00","2022-04-05 15:00:00",NA,"N","kayak",1,0,0,0,0,0,14.4,53,0,NA,17,94,1,11.0226381678223,0,0.880790177306781,0,5.89776290005652,3571
"396","Narragansett Bay",295,"2022-06-28","Jess Burr","2022-06-28 13:03:00","2022-06-28 13:23:00",NA,"N","kayak",0.95,0,0,0,0,0.05,23.6,50,0,NA,20,178,1,11.0226381678223,0,0.880790177306781,0,5.89776290005652,3571
"397","Narragansett Bay",295,"2022-06-28","John Crockett","2022-06-28 13:05:00","2022-06-28 13:25:00",NA,"N","kayak",0.8,0,0,0,0,0.2,23.6,50,0,NA,20,178,1,11.0226381678223,0,0.880790177306781,0,5.89776290005652,3571
"399","Narragansett Bay",296,"2022-04-05","Justin Moore","2022-04-05 14:37:00","2022-04-05 14:45:00",NA,"N","kayak",0.875,0,0,0,0,0.125,14.4,53,0,NA,8,94,0,6.97012839057497,0,0,0.202778252219994,0.365391083792835,3669
"400","Narragansett Bay",296,"2022-04-05","John Crockett","2022-04-05 14:35:00","2022-04-05 14:42:00",NA,"N","kayak",0.714285714285714,0,0,0,0,0.285714285714286,14.4,53,0,NA,7,94,0,6.97012839057497,0,0,0.202778252219994,0.365391083792835,3669
"401","Narragansett Bay",296,"2022-06-28","Jess Burr","2022-06-28 13:27:00","2022-06-28 13:46:00",NA,"N","kayak",0.842105263157895,0,0,0,0,0.157894736842105,23.6,50,0,NA,19,178,0,6.97012839057497,0,0,0.202778252219994,0.365391083792835,3669
"402","Narragansett Bay",296,"2022-06-28","John Crockett","2022-06-28 13:26:00","2022-06-28 13:45:00",NA,"N","kayak",0.947368421052632,0,0,0,0,0.0526315789473684,23.6,50,0,NA,19,178,0,6.97012839057497,0,0,0.202778252219994,0.365391083792835,3669
"403","Narragansett Bay",297,"2022-03-08","Justin Moore","2022-03-08 10:24:00","2022-03-08 10:58:00",NA,"N","kayak",0.970588235294118,0,0,0,0,0.0294117647058824,2.8,4,1.1,NA,34,66,0,20.281837078948,0,0,0,0,3572
"404","Narragansett Bay",297,"2022-03-08","John Crockett","2022-03-08 10:27:00","2022-03-08 10:56:00",NA,"N","kayak",0.896551724137931,0,0,0,0,0.103448275862069,2.8,4,1.1,NA,29,66,0,20.281837078948,0,0,0,0,3572
"406","Narragansett Bay",297,"2022-06-28","Jess Burr","2022-06-28 11:21:00","2022-06-28 11:43:00",NA,"N","kayak",0.909090909090909,0,0,0,0,0.0909090909090909,20.8,10,0,NA,22,178,0,20.281837078948,0,0,0,0,3572
"407","Narragansett Bay",297,"2022-06-28","John Crockett","2022-06-28 11:21:00","2022-06-28 11:44:00",NA,"N","kayak",0.869565217391304,0,0,0,0,0.130434782608696,20.8,10,0,NA,23,178,0,20.281837078948,0,0,0,0,3572
"408","Pawtuxet",301,"2022-03-29","John Crockett","2022-03-29 11:08:00","2022-03-29 11:37:00",NA,"N","foot",0,0,0,0,0,1,-3.1,4,0,NA,29,87,1,0,0,0,0,21.168231442175,1296
"409","Pawtuxet",301,"2022-03-29","Justin Moore","2022-03-29 11:10:00","2022-03-29 11:40:00",NA,"N","foot",0,0,0,0,0,1,-3.1,4,0,NA,30,87,1,0,0,0,0,21.168231442175,1296
"410","Pawtuxet",302,"2022-03-29","John Crockett","2022-03-29 11:53:00","2022-03-29 12:44:00",NA,"N","foot",0,0,0,0,0,1,-1.2,13,0,NA,51,87,4,4.24926491129937,0,0,0,9.86791782904807,1198
"413","Pawtuxet",302,"2022-03-29","Justin Moore","2022-03-29 11:52:00","2022-03-29 12:36:00",NA,"N","foot",0,0,0,0,0,1,-1.2,13,0,NA,44,87,4,4.24926491129937,0,0,0,9.86791782904807,1198
"415","Pawtuxet",302,"2022-06-30","John Crockett","2022-06-30 13:14:00","2022-06-30 14:04:00",NA,"N","foot",0,0,0,0,0,1,26.3,6,0,NA,50,180,4,4.24926491129937,0,0,0,9.86791782904807,1198
"418","Pawtuxet",302,"2022-06-30","Jess Burr","2022-06-30 13:12:00","2022-06-30 14:13:00",NA,"N","foot",0,0,0,0,0,1,26.3,6,0,NA,61,180,4,4.24926491129937,0,0,0,9.86791782904807,1198
"421","Narragansett Bay",303,"2022-03-30","Justin Moore","2022-03-30 10:09:00","2022-03-30 10:35:00",NA,"N","foot",0,0.230769230769231,0,0,0,0.769230769230769,0.4,13,0,NA,26,88,1,0.73988098006835,1.81071901530353,12.4001776758847,0,3.52960610057335,3681
"422","Narragansett Bay",303,"2022-03-30","John Crockett","2022-03-30 10:04:00","2022-03-30 10:32:00",NA,"N","foot",0,0.428571428571429,0.0357142857142857,0,0,0.535714285714286,0.4,13,0,NA,28,88,1,0.73988098006835,1.81071901530353,12.4001776758847,0,3.52960610057335,3681
"423","Narragansett Bay",303,"2022-07-07","John Crockett","2022-07-07 11:31:00","2022-07-07 12:00:00",NA,"N","foot",0,0.827586206896552,0,0,0,0.172413793103448,22.7,9,0,NA,29,187,1,0.73988098006835,1.81071901530353,12.4001776758847,0,3.52960610057335,3681
"424","Narragansett Bay",303,"2022-07-07","Jess Burr","2022-07-07 11:31:00","2022-07-07 12:00:00",NA,"N","foot",0,0.724137931034483,0,0,0,0.275862068965517,22.7,9,0,NA,29,187,1,0.73988098006835,1.81071901530353,12.4001776758847,0,3.52960610057335,3681
"425","Narragansett Bay",304,"2022-03-30","Justin Moore","2022-03-30 10:56:00","2022-03-30 11:14:00",NA,"N","foot",0,0.277777777777778,0,0,0,0.5,1.9,28,0,NA,18,88,0,0,0,0,12.548932170241,0,3778
"426","Narragansett Bay",304,"2022-03-30","John Crockett","2022-03-30 10:55:00","2022-03-30 11:13:00",NA,"N","foot",0,0.333333333333333,0,0,0,0.444444444444444,1.9,28,0,NA,18,88,0,0,0,0,12.548932170241,0,3778
"427","Narragansett Bay",304,"2022-07-07","John Crockett","2022-07-07 12:23:00","2022-07-07 12:38:00",NA,"N","foot",0,0.466666666666667,0,0,0,0.2,22.7,9,0,NA,15,187,0,0,0,0,12.548932170241,0,3778
"428","Narragansett Bay",304,"2022-07-07","Jess Burr","2022-07-07 12:23:00","2022-07-07 12:38:00",NA,"N","foot",0,0.466666666666667,0,0,0,0.2,22.7,9,0,NA,15,187,0,0,0,0,12.548932170241,0,3778
"429","Pawtuxet",305,"2022-03-31","Justin Moore","2022-03-31 10:54:00","2022-03-31 11:28:00",NA,"N","kayak",0.705882352941177,0,0,0,0,0.294117647058824,12.5,100,7.9,NA,34,89,0,9.63431211795263,0,0,0,0,3754
"432","Pawtuxet",305,"2022-03-31","John Crockett","2022-03-31 10:52:00","2022-03-31 11:23:00",NA,"N","kayak",0.903225806451613,0,0,0,0,0.0967741935483871,12.5,100,7.9,NA,31,89,0,9.63431211795263,0,0,0,0,3754
"435","Pawtuxet",305,"2022-07-05","John Crockett","2022-07-05 11:50:00","2022-07-05 12:14:00",NA,"N","kayak",1,0,0,0,0,0,25.7,64,1.2,NA,24,185,0,9.63431211795263,0,0,0,0,3754
"438","Pawtuxet",305,"2022-07-05","Jess Burr","2022-07-05 11:49:00","2022-07-05 12:14:00",NA,"N","kayak",0.96,0,0,0,0,0.04,25.7,64,1.2,NA,25,185,0,9.63431211795263,0,0,0,0,3754
"441","Pawtuxet",306,"2022-03-31","Justin Moore","2022-03-31 12:02:00","2022-03-31 12:21:00",NA,"N","kayak",0.368421052631579,0,0,0,0,0.631578947368421,13.4,100,7.9,NA,19,89,0,8.72354507851484,0,0,0,39.6378471223295,3656
"443","Pawtuxet",306,"2022-03-31","John Crockett","2022-03-31 11:58:00","2022-03-31 12:19:00",NA,"N","kayak",0.761904761904762,0,0,0,0,0.238095238095238,13.4,100,7.9,NA,21,89,0,8.72354507851484,0,0,0,39.6378471223295,3656
"445","Pawtuxet",306,"2022-07-05","John Crockett","2022-07-05 12:38:00","2022-07-05 13:02:00",NA,"N","kayak",0.875,0,0,0,0,0.125,25.9,91,1.2,NA,24,185,0,8.72354507851484,0,0,0,39.6378471223295,3656
"446","Pawtuxet",306,"2022-07-05","Jess Burr","2022-07-05 12:40:00","2022-07-05 13:02:00",NA,"N","kayak",0.954545454545455,0,0,0,0,0.0454545454545455,25.9,91,1.2,NA,22,185,0,8.72354507851484,0,0,0,39.6378471223295,3656
"448","Pawcatuck",2197,"2020-12-15","John Crockett","2020-12-15 12:00:00","2020-12-15 13:06:00",NA,NA,"kayak",0,0.55,0,0,0,0.45,1,0,0,NA,66,349,4,0.738617518,16.52240473,0,0,33.53876602,2611
"450","Block Island Sound",792,"2020-12-16","John Crockett","2020-12-16 10:47:00","2020-12-16 11:55:00",NA,NA,"kayak",0.420289855072464,0.579710144927536,0,0,0,0,-3.1,32,3.1,NA,68,350,0,0,0,6.85928759162612,75.9103831210171,0,3012
"451","Block Island Sound",792,"2020-12-16","Emerson Paton","2020-12-16 10:45:00","2020-12-16 12:00:00",NA,NA,"kayak",0.420289855072464,0.579710144927536,0,0,0,0,-3.1,32,3.1,NA,75,350,0,0,0,6.85928759162612,75.9103831210171,0,3012
"452","Block Island Sound",799,"2020-12-16","John Crockett","2020-12-16 10:03:00","2020-12-16 10:29:00",NA,NA,"kayak",0,0.9,0.1,0,0,0,-3.7,19,3.1,NA,26,350,0,0,0,11.8514192665565,5.99153723789684,0,3012
"453","Block Island Sound",799,"2020-12-16","Emerson Paton","2020-12-16 10:02:00","2020-12-16 10:30:00",NA,NA,"kayak",0,0.9,0.1,0,0,0,-3.7,19,3.1,NA,28,350,0,0,0,11.8514192665565,5.99153723789684,0,3012
"454","Pawcatuck",2197,"2021-01-12","John Crockett","2021-01-12 13:32:00","2021-01-12 14:12:00",NA,NA,"kayak",0,0.55,0,0,0,0.45,4.5,5,0,NA,40,11,4,0.738617518,16.52240473,0,0,33.53876602,2611
"456","Pawcatuck",2197,"2021-01-12","Kylie Rezendes","2021-01-12 13:32:00","2021-01-12 14:12:00",NA,NA,"kayak",0,0.7,0,0,0,0.3,4.5,5,0,NA,40,11,4,0.738617518,16.52240473,0,0,33.53876602,2611
"459","Pawcatuck",183,"2021-01-13","Kylie Rezendes","2021-01-13 13:59:00","2021-01-13 15:00:00",NA,NA,"kayak",0,1,0,0,0,0,4.3,5,0,NA,61,12,4,0,68.98323874,0,0,31.016975019,1344
"461","Pawcatuck",183,"2021-01-13","John Crockett","2021-01-13 14:00:00","2021-01-13 15:00:00",NA,NA,"kayak",0.05,0.95,0,0,0,0,4.3,5,0,NA,60,12,4,0,68.98323874,0,0,31.016975019,1344
"464","Pawcatuck",727,"2021-01-19","John Crockett","2021-01-19 12:10:00","2021-01-19 12:56:00",NA,NA,"foot",0,0,0,0,0,1,2.5,5,0,NA,46,18,3,0,0,0,0,33.77039103,1442
"465","Pawcatuck",727,"2021-01-19","Kylie Rezendes","2021-01-19 12:10:00","2021-01-19 12:56:00",NA,NA,"foot",0,0,0,0,0,1,2.5,5,0,NA,46,18,3,0,0,0,0,33.77039103,1442
"466","Pawcatuck",728,"2021-01-19","Kylie Rezendes","2021-01-19 12:56:00","2021-01-19 13:36:00",NA,NA,"foot",0,0,0,0,0,1,3.6,20,0,NA,40,18,3,0,0,0,0,55.93174111,1442
"467","Pawcatuck",728,"2021-01-19","John Crockett","2021-01-19 12:56:00","2021-01-19 13:36:00",NA,NA,"foot",0,0,0,0,0,1,3.6,20,0,NA,40,18,3,0,0,0,0,55.93174111,1442
